ticker,tier2_scope1_tco2e,tier2_scope1_method,tier2_scope1_sector_used,tier2_scope1_peer_count,tier2_scope1_notes,tier2_scope2_tco2e,tier2_scope2_method,tier2_scope2_sector_used,tier2_scope2_peer_count,tier2_scope2_notes
ACGL,6410.1,median_model_revenue+employees,sector:Financials,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.36817e-07) x this company's revenue ($19,232,000,000) = 10,324 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.312029) x this company's employee count (8,000) = 2,496 tCO2e. Final estimate is the average of the available method(s): 6,410 tCO2e.",2941.4,median_model_revenue+employees,sector:Financials,17,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (17 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.98278e-07) x this company's revenue ($19,232,000,000) = 3,813 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.25868) x this company's employee count (8,000) = 2,069 tCO2e. Final estimate is the average of the available method(s): 2,941 tCO2e."
ANET,4804.4,median_model_revenue+employees,sector:Information Technology,37,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Information Technology' (37 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.23987e-07) x this company's revenue ($10,540,800,000) = 6,577 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.592647) x this company's employee count (5,115) = 3,031 tCO2e. Final estimate is the average of the available method(s): 4,804 tCO2e.",16077.0,median_model_revenue+employees,sector:Information Technology,29,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Information Technology' (29 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (2.34945e-06) x this company's revenue ($10,540,800,000) = 24,765 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.44455) x this company's employee count (5,115) = 7,389 tCO2e. Final estimate is the average of the available method(s): 16,077 tCO2e."
AJG,14579.5,median_model_revenue+employees,sector:Financials,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.36817e-07) x this company's revenue ($15,109,000,192) = 8,111 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.312029) x this company's employee count (67,456) = 21,048 tCO2e. Final estimate is the average of the available method(s): 14,579 tCO2e.",10222.7,median_model_revenue+employees,sector:Financials,17,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (17 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.98278e-07) x this company's revenue ($15,109,000,192) = 2,996 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.25868) x this company's employee count (67,456) = 17,450 tCO2e. Final estimate is the average of the available method(s): 10,223 tCO2e."
ALB,,,,,,652687.8,median_model_revenue+employees,sector:Materials,9,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Materials' (9 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (0.000101463) x this company's revenue ($5,907,904,000) = 599,435 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (90.5052) x this company's employee count (7,800) = 705,941 tCO2e. Final estimate is the average of the available method(s): 652,688 tCO2e."
ARES,,,,,,1155.3,median_model_revenue+employees,sector:Financials,17,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (17 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.98278e-07) x this company's revenue ($5,987,594,752) = 1,187 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.25868) x this company's employee count (4,343) = 1,123 tCO2e. Final estimate is the average of the available method(s): 1,155 tCO2e."
T,115369.3,median_model_revenue+employees,sector:Communication Services,6,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Communication Services' (6 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.73153e-07) x this company's revenue ($127,238,995,968) = 85,651 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.09064) x this company's employee count (133,030) = 145,087 tCO2e. Final estimate is the average of the available method(s): 115,369 tCO2e.",583215.4,median_model_revenue+employees,sector:Communication Services,6,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Communication Services' (6 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (5.2889e-06) x this company's revenue ($127,238,995,968) = 672,954 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.70951) x this company's employee count (133,030) = 493,477 tCO2e. Final estimate is the average of the available method(s): 583,215 tCO2e."
ATO,,,,,,61695.5,median_model_revenue+employees,sector:Utilities,10,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Utilities' (10 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.6601e-06) x this company's revenue ($4,921,525,760) = 47,542 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (13.8233) x this company's employee count (5,487) = 75,849 tCO2e. Final estimate is the average of the available method(s): 61,696 tCO2e."
BAX,,,,,,42464.5,median_model_revenue+employees,sub_industry:Health Care Equipment,5,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Health Care Equipment' (5 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.17691e-06) x this company's revenue ($11,470,000,128) = 36,439 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.29306) x this company's employee count (37,500) = 48,490 tCO2e. Final estimate is the average of the available method(s): 42,465 tCO2e."
ADP,213552.6,median_model_revenue+employees,sector:Industrials,40,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (40 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.94524e-06) x this company's revenue ($21,947,400,192) = 152,430 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.09963) x this company's employee count (67,000) = 274,675 tCO2e. Final estimate is the average of the available method(s): 213,553 tCO2e.",222400.8,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($21,947,400,192) = 217,101 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (67,000) = 227,701 tCO2e. Final estimate is the average of the available method(s): 222,401 tCO2e."
AZO,86250.6,median_model_revenue+employees,sector:Consumer Discretionary,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.71647e-06) x this company's revenue ($19,986,403,328) = 74,279 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.25926) x this company's employee count (78,000) = 98,222 tCO2e. Final estimate is the average of the available method(s): 86,251 tCO2e.",136279.8,median_model_revenue+employees,sector:Consumer Discretionary,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (6.64506e-06) x this company's revenue ($19,986,403,328) = 132,811 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.79165) x this company's employee count (78,000) = 139,749 tCO2e. Final estimate is the average of the available method(s): 136,280 tCO2e."
AXON,8668.6,median_model_revenue+employees,sub_industry:Aerospace & Defense,9,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Aerospace & Defense' (9 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.63289e-06) x this company's revenue ($3,219,098,880) = 11,695 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.1064) x this company's employee count (5,100) = 5,643 tCO2e. Final estimate is the average of the available method(s): 8,669 tCO2e.",24587.7,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($3,219,098,880) = 31,843 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (5,100) = 17,332 tCO2e. Final estimate is the average of the available method(s): 24,588 tCO2e."
BKR,23501216.9,median_model_revenue+employees,sector:Energy,17,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Energy' (17 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (0.000177718) x this company's revenue ($27,725,000,704) = 4,927,236 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (779.17) x this company's employee count (54,000) = 42,075,197 tCO2e. Final estimate is the average of the available method(s): 23,501,217 tCO2e.",3922298.8,median_model_revenue+employees,sector:Energy,6,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Energy' (6 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.7615e-05) x this company's revenue ($27,725,000,704) = 488,376 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (136.226) x this company's employee count (54,000) = 7,356,222 tCO2e. Final estimate is the average of the available method(s): 3,922,299 tCO2e."
BALL,2540017.7,median_model_revenue+employees,sector:Materials,19,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Materials' (19 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (0.000159601) x this company's revenue ($14,325,999,616) = 2,286,450 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (174.599) x this company's employee count (16,000) = 2,793,586 tCO2e. Final estimate is the average of the available method(s): 2,540,018 tCO2e.",1450822.8,median_model_revenue+employees,sector:Materials,9,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Materials' (9 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (0.000101463) x this company's revenue ($14,325,999,616) = 1,453,562 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (90.5052) x this company's employee count (16,000) = 1,448,083 tCO2e. Final estimate is the average of the available method(s): 1,450,823 tCO2e."
TECH,4977.2,median_model_revenue+employees,sector:Health Care,25,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (25 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.54491e-06) x this company's revenue ($1,215,038,976) = 4,307 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.88241) x this company's employee count (3,000) = 5,647 tCO2e. Final estimate is the average of the available method(s): 4,977 tCO2e.",4880.0,median_model_revenue+employees,sector:Health Care,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.19915e-06) x this company's revenue ($1,215,038,976) = 3,887 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.95766) x this company's employee count (3,000) = 5,873 tCO2e. Final estimate is the average of the available method(s): 4,880 tCO2e."
BIIB,,,,,,23381.6,median_model_revenue+employees,sector:Health Care,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.19915e-06) x this company's revenue ($10,027,899,904) = 32,081 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.95766) x this company's employee count (7,500) = 14,682 tCO2e. Final estimate is the average of the available method(s): 23,382 tCO2e."
BLK,,,,,,6095.1,median_model_revenue+employees,sector:Financials,17,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (17 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.98278e-07) x this company's revenue ($27,299,000,320) = 5,413 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.25868) x this company's employee count (26,200) = 6,777 tCO2e. Final estimate is the average of the available method(s): 6,095 tCO2e."
BX,4980.4,median_model_revenue+employees,sector:Financials,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.36817e-07) x this company's revenue ($15,483,307,008) = 8,312 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.312029) x this company's employee count (5,285) = 1,649 tCO2e. Final estimate is the average of the available method(s): 4,980 tCO2e.",2218.6,median_model_revenue+employees,sector:Financials,17,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (17 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.98278e-07) x this company's revenue ($15,483,307,008) = 3,070 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.25868) x this company's employee count (5,285) = 1,367 tCO2e. Final estimate is the average of the available method(s): 2,219 tCO2e."
